Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
29,tt0047528,2012-09-22,2012-09-22,(=26),La strada,https://www.imdb.com/title/tt0047528/,movie,8.0,108,1954,Drama,54124,1954-09-06,Federico Fellini
30,tt0079944,2012-09-22,2012-09-22,,Stalker,https://www.imdb.com/title/tt0079944/,movie,8.2,162,1979,"Drama, Sci-Fi",102145,1979-05-31,Andrei Tarkovsky
31,tt0021749,2012-09-22,2012-09-22,(=30),City Lights,https://www.imdb.com/title/tt0021749/,movie,8.5,87,1931,"Comedy, Drama, Romance",152794,1931-01-30,Charles Chaplin
32,tt0053619,2012-09-22,2012-09-22,(=30),L'avventura,https://www.imdb.com/title/tt0053619/,movie,7.9,144,1960,"Drama, Mystery",23685,1960-05-15,Michelangelo Antonioni
33,tt0071129,2012-09-22,2012-09-22,(=30),Amarcord,https://www.imdb.com/title/tt0071129/,movie,7.9,123,1973,"Comedy, Drama",36349,1973-12-18,Federico Fellini
34,tt0058715,2012-09-22,2012-09-22,(=30),Il vangelo secondo Matteo,https://www.imdb.com/title/tt0058715/,movie,7.8,137,1964,"Biography, Drama, History",9837,1964-09-04,Pier Paolo Pasolini
35,tt0071562,2012-09-22,2012-09-22,(=30),The Godfather: Part II,https://www.imdb.com/title/tt0071562/,movie,9.0,202,1974,"Crime, Drama",1032528,1974-12-12,Francis Ford Coppola
36,tt0091251,2012-09-22,2012-09-22,(=30),Idi i smotri,https://www.imdb.com/title/tt0091251/,movie,8.3,142,1985,"Drama, War",45812,1985-07-09,Elem Klimov
37,tt0100234,2012-09-22,2012-09-22,,Nema-ye Nazdik,https://www.imdb.com/title/tt0100234/,movie,8.3,98,1990,"Biography, Crime, Drama",13180,1990-02-01,Abbas Kiarostami
38,tt0053291,2012-09-22,2012-09-22,(=37),Some Like It Hot,https://www.imdb.com/title/tt0053291/,movie,8.2,121,1959,"Comedy, Music, Romance",226636,1959-03-19,Billy Wilder
39,tt0053779,2012-09-22,2012-09-22,(=37),La dolce vita,https://www.imdb.com/title/tt0053779/,movie,8.0,174,1960,"Comedy, Drama",60347,1960-02-03,Federico Fellini
40,tt0019254,2012-09-22,2012-09-22,(=37),La passion de Jeanne d'Arc,https://www.imdb.com/title/tt0019254/,movie,8.2,110,1928,"Biography, Drama, History",42224,1928-04-21,Carl Theodor Dreyer
41,tt0062136,2012-09-22,2012-09-22,(=37),Playtime,https://www.imdb.com/title/tt0062136/,movie,7.9,115,1967,Comedy,17261,1967-12-16,Jacques Tati
42,tt0049902,2012-09-22,2012-09-22,(=37),Un condamné à mort s'est échappé ou Le vent souffle où il veut,https://www.imdb.com/title/tt0049902/,movie,8.3,101,1956,Drama,16575,1956-11-11,Robert Bresson
43,tt0055601,2012-09-22,2012-09-22,(=37),Viridiana,https://www.imdb.com/title/tt0055601/,movie,8.2,90,1961,"Comedy, Drama",20249,1961-05-17,Luis Buñuel
44,tt0064116,2012-09-22,2012-09-22,,C'era una volta il West,https://www.imdb.com/title/tt0064116/,movie,8.5,165,1968,Western,279374,1968-12-20,Sergio Leone
45,tt0057345,2012-09-22,2012-09-22,(=44),Le mépris,https://www.imdb.com/title/tt0057345/,movie,7.6,103,1963,"Drama, Romance",25571,1963-10-29,Jean-Luc Godard
46,tt0053604,2012-09-22,2012-09-22,(=44),The Apartment,https://www.imdb.com/title/tt0053604/,movie,8.3,125,1960,"Comedy, Drama, Romance",149035,1960-06-15,Billy Wilder
47,tt0063759,2012-09-22,2012-09-22,(=44),Vargtimmen,https://www.imdb.com/title/tt0063759/,movie,7.7,90,1968,"Drama, Horror",16571,1968-02-19,Ingmar Bergman
48,tt0073486,2012-09-22,2012-09-22,,One Flew Over the Cuckoo's Nest,https://www.imdb.com/title/tt0073486/,movie,8.7,133,1975,Drama,853073,1975-11-19,Milos Forman
49,tt0049730,2012-09-22,2012-09-22,(=48),The Searchers,https://www.imdb.com/title/tt0049730/,movie,7.9,119,1956,"Adventure, Drama, Western",74722,1956-05-16,John Ford
50,tt0054215,2012-09-22,2012-09-22,(=48),Psycho,https://www.imdb.com/title/tt0054215/,movie,8.5,109,1960,"Horror, Mystery, Thriller",555496,1960-06-16,Alfred Hitchcock
51,tt0019760,2012-09-22,2012-09-22,(=48),Chelovek s kino-apparatom,https://www.imdb.com/title/tt0019760/,movie,8.4,68,1929,"Documentary, Music",20384,1929-01-08,Dziga Vertov
