Const,Title,Sum
tt0089603,Mishima: A Life in Four Chapters,0.7653061224489796
tt4943706,Les derniers Parisiens,0.7653061224489796
tt0140352,The Insider,0.7614213197969543
tt5132448,Skhvisi sakhli,0.7614213197969543
tt0102685,Point Break,0.7614213197969543
tt2126355,San Andreas,0.7575757575757576
tt5465642,Anna's Life,0.7575757575757576
tt0067439,Mon oncle Antoine,0.7575757575757576
tt4257614,Suave El Aliento,0.7537688442211056
tt2510894,Hotel Transylvania 2,0.7537688442211056
tt0072271,The Texas Chain Saw Massacre,0.7537688442211056
tt0097904,Monsieur Hire,0.75
tt1772341,Wreck-It Ralph,0.75
tt2321405,Ma vie de Courgette,0.75
tt3721936,American Honey,0.746268656716418
tt0416991,Moolaadé,0.746268656716418
tt3666024,La tortue rouge,0.7425742574257426
tt1490017,The Lego Movie,0.7425742574257426
tt5255874,Tamara y la Catarina,0.7389162561576355
tt1119646,The Hangover,0.7389162561576355
tt0248845,Hedwig and the Angry Inch,0.7352941176470589
tt3037164,Tiszta szívvel,0.7352941176470589
tt1408101,Star Trek Into Darkness,0.7352941176470589
tt0112288,The Addiction,0.7317073170731707
tt6118258,Ba yue,0.7317073170731707
tt0254686,La pianiste,0.7317073170731707
tt0280707,Gosford Park,0.7281553398058253
tt0100405,Pretty Woman,0.7281553398058253
tt4733228,To Keep the Light,0.7281553398058253
tt0082783,My Dinner with Andre,0.7246376811594203
tt0055184,The Misfits,0.7246376811594203
tt4291600,Lady Macbeth,0.7246376811594203
tt1392214,Prisoners,0.7246376811594203
tt2872732,Lucy,0.7246376811594203
tt0317219,Cars,0.7211538461538461
tt6151714,Plateia Amerikis,0.7211538461538461
tt0096874,Back to the Future Part II,0.7178714859437751
tt0376994,X-Men: The Last Stand,0.7177033492822966
tt5605834,Los objetos amorosos,0.7177033492822966
tt0028010,My Man Godfrey,0.7177033492822966
tt0117060,Mission: Impossible,0.7142857142857143
tt0272338,Punch-Drunk Love,0.7142857142857143
tt6072388,Home Sweet Home,0.7142857142857143
tt0290673,Irréversible,0.7109004739336493
tt0097940,Mystery Train,0.7109004739336493
tt5938418,Une jeune fille de 90 ans,0.7109004739336493
tt0311519,Mies vailla menneisyyttä,0.7075471698113207
tt4730986,Divines,0.7075471698113207
tt0013427,Nanook of the North,0.7075471698113207
tt0465234,National Treasure: Book of Secrets,0.7075471698113207
tt0325710,The Last Samurai,0.704225352112676
tt0120263,Sånger från andra våningen,0.704225352112676
tt0274558,The Hours,0.704225352112676
tt4613254,Hjartasteinn,0.704225352112676
tt0291172,Le fils,0.7009345794392523
tt5457244,Bodkin Ras,0.7009345794392523
tt0119396,Jackie Brown,0.6976744186046512
tt4370784,Les innocentes,0.6976744186046512
tt0073453,Night Moves,0.6976744186046512
tt0342172,Capturing the Friedmans,0.6944444444444444
tt5451054,Bezbog,0.6944444444444444
tt0800369,Thor,0.6944444444444444
tt0213149,Pearl Harbor,0.6912442396313364
tt0054047,The Magnificent Seven,0.6912442396313364
tt5986738,Viejo Calavera,0.6912442396313364
tt0363249,Otets i syn,0.6880733944954128
tt0120855,Tarzan,0.6880733944954128
tt5067984,Era o Hotel Cambridge,0.6880733944954128
tt0079641,Nosferatu: Phantom der Nacht,0.684931506849315
tt0075029,The Outlaw Josey Wales,0.684931506849315
tt0286244,Les triplettes de Belleville,0.684931506849315
tt6129128,Bai yi,0.684931506849315
tt1231580,Alvin and the Chipmunks: The Squeakquel,0.6818181818181818
tt3882074,The Eagle Huntress,0.6818181818181818
tt0103776,Batman Returns,0.6814418870855647
tt0366943,Reconstruction,0.6787330316742082
tt4729794,Ranenyy angel,0.6787330316742082
tt5129818,V luchakh solntsa,0.6756756756756757
tt0120912,Men in Black II,0.6756756756756757
tt1979320,Rush,0.6756756756756757
tt0027752,Hitori musuko,0.672645739910314
tt0423866,Bin-jip,0.672645739910314
tt5474522,Lao Shi,0.672645739910314
tt0114323,Safe,0.672645739910314
tt1707386,Les Misérables,0.672645739910314
tt0041719,Orphée,0.6696428571428571
tt3841424,Under sandet,0.6696428571428571
tt0372183,The Bourne Supremacy,0.668234313608763
tt0424227,Lakposhtha parvaz mikonand,0.6666666666666666
tt6039442,Kati Kati,0.6666666666666666
tt0107614,Mrs. Doubtfire,0.6666666666666666
tt1340138,Terminator Genisys,0.6637168141592921
tt0387055,Batalla en el cielo,0.6637168141592921
tt5918090,Wo bu shi Pan Jin Lian,0.6637168141592921
tt0056327,Kawaita hana,0.6637168141592921
tt0117509,Romeo + Juliet,0.6637168141592921
tt0803096,Warcraft,0.6607929515418502
tt5078134,Une vie,0.6607929515418502
tt0408318,Voksne mennesker,0.6578947368421053
tt3011894,Relatos salvajes,0.6578947368421053
tt6069442,Kékszakállú,0.6578947368421053
tt0181852,Terminator 3: Rise of the Machines,0.6578947368421053
tt4659056,Der kommer en dag,0.6550218340611353
tt0154420,Festen,0.6550218340611353
tt1028532,Hachi: A Dog's Tale,0.6550218340611353
tt0209163,The Mummy Returns,0.6550218340611353
tt5943690,Mister Universo,0.6521739130434783
tt0246460,Die Another Day,0.6521739130434783
tt0354899,La science des rêves,0.6521739130434783
tt3521306,Dobra zena,0.6493506493506493
tt0365748,Shaun of the Dead,0.6493506493506493
tt0855729,Bes Vakit,0.6493506493506493
tt0162222,Cast Away,0.6493506493506493
tt0242653,The Matrix Revolutions,0.646551724137931
tt4123876,Oscuro animal,0.646551724137931
tt4431646,Imena visnje,0.6437768240343348
tt4909984,Albüm,0.6410256410256411
tt0258463,The Bourne Identity,0.6403167022747267
tt0395169,Hotel Rwanda,0.6382978723404256
tt0016220,The Phantom of the Opera,0.6382978723404256
tt0266308,Batoru rowaiaru,0.6382978723404256
tt4777584,Shavua ve Yom,0.6382978723404256
tt5903210,Gleißendes Glück,0.635593220338983
tt0073540,Picnic at Hanging Rock,0.6329113924050633
tt0101700,Delicatessen,0.6329113924050633
tt0499448,The Chronicles of Narnia: Prince Caspian,0.6329113924050633
tt5027402,Dinky Sinky,0.6329113924050633
tt6088370,Worst Woman,0.6302521008403361
tt0961066,Maria Larssons eviga ögonblick,0.6302521008403361
tt0084503,Pink Floyd: The Wall,0.6302521008403361
tt0120616,The Mummy,0.6302521008403361
tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,0.6276150627615062
tt0353969,Salinui chueok,0.6276150627615062
tt4835894,MiddleMan,0.6276150627615062
tt4779518,A Walnut Tree,0.625
tt0082912,Pixote: A Lei do Mais Fraco,0.625
tt4196776,Jason Bourne,0.625
tt0093748,"Planes, Trains & Automobiles",0.6224066390041494
tt4899406,Boi Neon,0.6224066390041494
tt1000774,Sex and the City,0.6224066390041494
tt0338564,Mou gaan dou,0.6224066390041494
tt0810784,Bright Star,0.6198347107438017
tt1430132,The Wolverine,0.6198347107438017
tt5088794,Câini,0.6198347107438017
tt0109686,Dumb and Dumber,0.618504542867382
tt4954522,Grave,0.6172839506172839
tt0237572,The Pledge,0.6172839506172839
tt2802144,Kingsman: The Secret Service,0.6172839506172839
tt0087400,Heimat - Eine Chronik in elf Teilen,0.6172839506172839
tt4120176,L'avenir,0.6147540983606558
tt1226236,Io sono l'amore,0.6147540983606558
tt0106677,Dazed and Confused,0.6147540983606558
tt0420087,A Prairie Home Companion,0.6147540983606558
tt1078912,Night at the Museum: Battle of the Smithsonian,0.6122448979591837
tt4679238,Thank You for Bombing,0.6122448979591837
tt1019452,A Serious Man,0.6122448979591837
tt5278832,Córki dancingu,0.6097560975609756
tt0087544,Kaze no tani no Naushika,0.6097560975609756
tt3813916,A Blast,0.6072874493927125
tt1360860,Darbareye Elly,0.6072874493927125
tt0103855,The Bodyguard,0.6072874493927125
tt4817256,Czerwony pajak,0.6048387096774194
tt1663662,Pacific Rim,0.6048387096774194
tt3805294,Nasa svakodnevna prica,0.6024096385542169
tt3416828,Ice Age: Collision Course,0.6024096385542169
tt1431181,Another Year,0.6
tt5233510,Auf Einmal,0.6
tt0286106,Signs,0.6
tt0092890,Dirty Dancing,0.5990289069557362
tt1120985,Blue Valentine,0.5976095617529881
tt4886070,Ana Yurdu,0.5976095617529881
tt2345759,The Mummy,0.5976095617529881
tt5112052,Maha samut lae susaan,0.5952380952380952
tt0083944,First Blood,0.5928853754940712
tt1446714,Prometheus,0.5928853754940712
tt4572682,Alba,0.5928853754940712
tt4826842,Pesn pesney,0.5905511811023622
tt1181614,Wuthering Heights,0.5905511811023622
tt0859163,The Mummy: Tomb of the Dragon Emperor,0.5905511811023622
tt5140848,Det Han Gjorde,0.5882352941176471
tt0058888,Akahige,0.5882352941176471
tt5280652,Rauf,0.5859375
tt0030643,Le quai des brumes,0.5859375
tt1104001,Tron,0.5859375
tt0061852,The Jungle Book,0.585627068984522
tt4432980,Maquinaria Panamericana,0.5836575875486382
tt1827487,Bir Zamanlar Anadolu'da,0.5836575875486382
tt0024894,The Black Cat,0.5836575875486382
tt0317919,Mission: Impossible III,0.5836575875486382
tt1735898,Snow White and the Huntsman,0.5813953488372093
tt0080455,The Blues Brothers,0.5813953488372093
tt4650738,Aquí No Ha Pasado Nada,0.5813953488372093
tt4466648,Smrt u Sarajevu,0.5791505791505791
tt0086197,The Right Stuff,0.5791505791505791
tt0467406,Juno,0.5782113702090274
tt5065810,Aloys,0.5769230769230769
tt4649466,Kingsman: The Golden Circle,0.5769230769230769
tt5490440,The Revolution Won't Be Televised,0.5747126436781609
tt1099212,Twilight,0.5747126436781609
tt0265651,Ripley's Game,0.5747126436781609
tt0159097,The Virgin Suicides,0.5725190839694656
tt3823018,Þrestir,0.5725190839694656
tt2401878,Anomalisa,0.5703422053231939
tt3508840,Ci ke Nie Yin Niang,0.5681818181818182
tt0102798,Robin Hood: Prince of Thieves,0.5681818181818182
tt0061847,Jôi-uchi: Hairyô tsuma shimatsu,0.5660377358490566
tt3894344,Sivas,0.5660377358490566
tt0162346,Ghost World,0.5639097744360902
tt1628841,Independence Day: Resurgence,0.5639097744360902
tt2224026,Home,0.5617977528089888
tt4625196,Ottaal,0.5617977528089888
tt0796366,Star Trek,0.5597014925373134
tt4920960,Ozhivudivasathe Kali,0.5597014925373134
tt0098258,Say Anything...,0.5576208178438662
tt0043924,A Place in the Sun,0.5576208178438662
tt3784222,La patota,0.5576208178438662
tt3781476,Zhuo yao ji,0.5576208178438662
tt0366548,Happy Feet,0.5555555555555556
tt4593108,Zvizdan,0.5555555555555556
tt5667506,Silent,0.5535055350553506
tt0337978,Live Free or Die Hard,0.5535055350553506
tt0089791,Pee-wee's Big Adventure,0.5535055350553506
tt4568370,Blind Sun,0.5514705882352942
tt0268380,Ice Age,0.5514705882352942
tt0065143,L'uccello dalle piume di cristallo,0.5514705882352942
tt4863784,Te prometo anarquía,0.5494505494505495
tt3606752,Cars 3,0.5494505494505495
tt0346045,Transeúntes,0.5474452554744526
tt0892782,Monsters vs. Aliens,0.5474452554744526
tt0401792,Sin City,0.5474452554744526
tt4948920,Nacimiento,0.5454545454545454
tt4663992,La tierra y la sombra,0.5434782608695652
tt0375912,Layer Cake,0.5434782608695652
tt4465564,Fifty Shades Darker,0.5434782608695652
tt0120685,Godzilla,0.5415162454873647
tt0041716,On the Town,0.5415162454873647
tt4613272,Lu bian ye can,0.5415162454873647
tt0111503,True Lies,0.539568345323741
tt0106519,Carlito's Way,0.539568345323741
tt2614722,Umrika,0.539568345323741
tt4357368,Asphalte,0.5376344086021505
tt0077975,National Lampoon's Animal House,0.5376344086021505
tt3828058,Rodinny film,0.5357142857142857
tt1397280,Taken 2,0.5338078291814946
tt4685750,Much Loved,0.5338078291814946
tt1583421,G.I. Joe: Retaliation,0.5319148936170213
tt0099674,The Godfather: Part III,0.5319148936170213
tt4040386,Les loups,0.5319148936170213
tt4400174,À Peine J'ouvre Les Yeux,0.5300353356890459
tt4515684,Comoara,0.528169014084507
tt0207201,What Women Want,0.528169014084507
tt0983193,The Adventures of Tintin,0.5263157894736842
tt2886632,Enklava,0.5263157894736842
tt5169678,Immortal,0.5244755244755245
tt0458525,X-Men Origins: Wolverine,0.5226480836236934
tt4379826,Een dag in 't jaar,0.5226480836236934
tt3966404,Mustang,0.5208333333333334
tt1911658,Penguins of Madagascar,0.5208333333333334
tt3867816,Pikadero,0.5190311418685121
tt0385752,The Golden Compass,0.5190311418685121
tt2415458,The Wolfpack,0.5172413793103449
tt0438488,Terminator Salvation,0.5172413793103449
tt0014497,Souls for Sale,0.5154639175257731
tt5537018,Coma,0.5154639175257731
tt0458339,Captain America: The First Avenger,0.5154639175257731
tt4955012,La luz incidente,0.5136986301369864
tt1631867,Edge of Tomorrow,0.5136986301369864
tt0129387,There's Something About Mary,0.5119453924914675
tt2922590,Sangue del mio sangue,0.5119453924914675
tt0374546,Bom yeoreum gaeul gyeoul geurigo bom,0.5102040816326531
tt4944924,"Chaharshanbeh, 19 Ordibehesht",0.5102040816326531
tt0048980,Le ballon rouge,0.5102040816326531
tt0106977,The Fugitive,0.5084745762711864
tt0094226,The Untouchables,0.5084745762711864
tt4957650,Anino sa likod ng buwan,0.5084745762711864
tt3147312,Desierto,0.5067567567567568
tt0163025,Jurassic Park III,0.5067567567567568
tt0259446,My Big Fat Greek Wedding,0.5050505050505051
tt0044079,Strangers on a Train,0.5050505050505051
tt3777384,Eva Nová,0.5050505050505051
tt0386588,Hitch,0.5033557046979866
tt0075276,Stroszek,0.5033557046979866
tt4374460,Aferim!,0.5033557046979866
tt0065531,Le cercle rouge,0.5033557046979866
tt0307453,Shark Tale,0.5016722408026756
tt4910056,Toll Bar,0.5016722408026756
tt0112864,Die Hard: With a Vengeance,0.5
tt0045848,Gycklarnas afton,0.5
tt4156152,El apóstata,0.5
tt0125439,Notting Hill,0.4983388704318937
tt3249414,Above and Below,0.4983388704318937
tt0073312,Love and Death,0.4983388704318937
tt0120623,A Bug's Life,0.4966887417218543
tt4266638,Krisha,0.4966887417218543
tt2692250,Night at the Museum: Secret of the Tomb,0.49504950495049505
tt0203166,Tillsammans,0.49504950495049505
tt3532822,Suite Armoricaine,0.49504950495049505
tt1013752,Fast & Furious,0.4934210526315789
tt0104008,Conte d'hiver,0.4934210526315789
tt0093818,Radio Days,0.4934210526315789
tt4938930,Misafir,0.4934210526315789
tt0349903,Ocean's Twelve,0.4918032786885246
tt3733098,Rosa Chumbe,0.4918032786885246
tt1959490,Noah,0.49019607843137253
tt0086423,Tender Mercies,0.49019607843137253
tt3510112,Box,0.49019607843137253
tt0133152,Planet of the Apes,0.48859934853420195
tt0169302,Theeviravaathi: The Terrorist,0.48859934853420195
tt4126602,Dybuk. Rzecz o wedrówce dusz,0.48859934853420195
tt3835106,"Moskvich, im ser",0.487012987012987
tt0025878,The Thin Man,0.487012987012987
tt1951261,The Hangover Part III,0.487012987012987
tt0143145,The World Is Not Enough,0.4854368932038835
tt3566788,Songs My Brothers Taught Me,0.4854368932038835
tt4794512,Hatuna MeNiyar,0.4838709677419355
tt0087363,Gremlins,0.4838709677419355
tt0952640,Alvin and the Chipmunks,0.4838709677419355
tt1155076,The Karate Kid,0.48231511254019294
tt3089326,Magical Girl,0.48231511254019294
tt3284178,O Inquieto,0.4807692307692308
tt0104431,Home Alone 2: Lost in New York,0.4807692307692308
tt4692234,O Desolado,0.4792332268370607
tt0837562,Hotel Transylvania,0.4792332268370607
tt4692242,O Encantado,0.47770700636942676
tt0181689,Minority Report,0.47770700636942676
tt3907180,"Remake, Remix, Rip-Off: About Copy Culture & Turkish Pop Cinema",0.47619047619047616
tt0055499,Såsom i en spegel,0.47619047619047616
tt4621482,The Road,0.47468354430379744
tt0918940,The Legend of Tarzan,0.47318611987381703
tt0095631,Midnight Run,0.47318611987381703
tt4319082,Schau mich nicht so an,0.47318611987381703
tt3646344,Vergine giurata,0.4716981132075472
tt0112384,Apollo 13,0.4702194357366771
tt3808342,Saul fia,0.4702194357366771
tt0046451,Touchez pas au grisbi,0.4702194357366771
tt4635372,Masaan,0.46875
tt1270798,X: First Class,0.4672897196261682
tt0050419,Funny Face,0.4672897196261682
tt4193216,Schmitke,0.4672897196261682
tt0025913,Triumph des Willens,0.4672897196261682
tt0103772,Basic Instinct,0.4658385093167702
tt3062880,Gett,0.4658385093167702
tt0113189,GoldenEye,0.46439628482972134
tt0110308,The Last Seduction,0.46439628482972134
tt4131188,Ispytanie,0.46439628482972134
tt0307901,25th Hour,0.46439628482972134
tt4089568,Chatty Catties,0.46296296296296297
tt0116905,Lone Star,0.46296296296296297
tt1670345,Now You See Me,0.46153846153846156
tt2988036,Spirit/Will/Loss,0.46153846153846156
tt0120780,Out of Sight,0.4601226993865031
tt4093680,Min lilla syster,0.4601226993865031
tt0212985,Hannibal,0.4601226993865031
tt0107688,The Nightmare Before Christmas,0.45871559633027525
tt0110475,The Mask,0.45871559633027525
tt3717068,Court,0.45871559633027525
tt0058578,Seven Up!,0.4573170731707317
tt3858912,Koza,0.4573170731707317
tt0066356,7 Plus Seven,0.45592705167173253
tt0443465,Before We Go,0.45592705167173253
tt0130623,Dinosaur,0.45454545454545453
tt0075610,21 Up,0.45454545454545453
tt4287610,"Branco Sai, Preto Fica",0.45454545454545453
tt3958072,Urok,0.45317220543806647
tt0120647,Deep Impact,0.45317220543806647
tt0088650,28 Up,0.45317220543806647
tt1482459,The Lorax,0.45180722891566266
tt0101254,35 Up,0.45180722891566266
tt4082370,Time Suspended,0.45180722891566266
tt0164312,42 Up,0.45045045045045046
tt3810248,Al-Wadi,0.45045045045045046
tt1790864,The Maze Runner,0.45045045045045046
tt0473434,49 Up,0.4491017964071856
tt2017020,The Smurfs 2,0.4491017964071856
tt5167186,Arkadia Haire,0.4491017964071856
tt0368891,National Treasure,0.44776119402985076
tt4365376,Every Face Has a Name,0.44776119402985076
tt2147134,56 Up,0.44776119402985076
tt4333136,La obra del siglo,0.44642857142857145
tt0266915,Rush Hour 2,0.44642857142857145
tt0079182,Fukushû suru wa ware ni ari,0.44642857142857145
tt0343818,"I, Robot",0.44510385756676557
tt3796754,K,0.44510385756676557
tt1985949,Angry Birds,0.4437869822485207
tt4359416,Taxi,0.4437869822485207
tt0055597,Victim,0.4424778761061947
tt0114148,Pocahontas,0.4424778761061947
tt4471280,Paridan az ertefa kam,0.4424778761061947
tt1293847,xXx: Return of Xander Cage,0.4411764705882353
tt4075804,Il gesto delle mani,0.4411764705882353
tt0170016,How the Grinch Stole Christmas,0.4398826979472141
tt4322004,Battles,0.4398826979472141
tt1679335,Trolls,0.43859649122807015
tt2802154,Leviafan,0.43859649122807015
tt3053694,P'tit Quinquin,0.43731778425655976
tt2660888,Star Trek Beyond,0.43731778425655976
tt0067959,Walkabout,0.43731778425655976
tt2719660,I dine hænder,0.436046511627907
tt1615918,Alvin and the Chipmunks: Chipwrecked,0.436046511627907
tt0077838,The Last Waltz,0.436046511627907
tt0109813,The Flintstones,0.43478260869565216
tt0493464,Wanted,0.43352601156069365
tt0037865,Leave Her to Heaven,0.43352601156069365
tt3460152,Matar a un hombre,0.43352601156069365
tt3737442,Oraalppokkam,0.4322766570605187
tt0461770,Enchanted,0.4322766570605187
tt2914060,C'est eux les chiens...,0.43103448275862066
tt1253863,300: Rise of an Empire,0.43103448275862066
tt0112462,Batman Forever,0.4297994269340974
tt0082031,Arthur,0.4297994269340974
tt0057358,Nattvardsgästerna,0.4297994269340974
tt3826834,Klass korrektsii,0.4297994269340974
tt3344922,Hungry Hearts,0.42857142857142855
tt0473075,Prince of Persia: The Sands of Time,0.42857142857142855
tt0327084,Over the Hedge,0.42735042735042733
tt2560440,Før snøen faller,0.42735042735042733
tt3906650,Sinfonia da Necrópole,0.42613636363636365
tt0058625,Suna no onna,0.42613636363636365
tt0040919,Unfaithfully Yours,0.42613636363636365
tt1397514,Journey 2: The Mysterious Island,0.42613636363636365
tt0117500,The Rock,0.42492917847025496
tt0074256,Bugsy Malone,0.42492917847025496
tt3977898,Nabat,0.42492917847025496
tt3110958,Now You See Me 2,0.423728813559322
tt0103282,A Woman's Tale,0.423728813559322
tt3660370,Party Girl,0.423728813559322
tt0421715,The Curious Case of Benjamin Button,0.4225352112676056
tt0448134,Sunshine,0.4225352112676056
tt2656588,Buzzard,0.4225352112676056
tt0067958,W.R. - Misterije organizma,0.42134831460674155
tt3509796,Emrouz,0.42134831460674155
tt0049966,Written on the Wind,0.42016806722689076
tt2798170,Jeg er din,0.42016806722689076
tt0120347,Tomorrow Never Dies,0.42016806722689076
tt1979388,The Good Dinosaur,0.41899441340782123
tt3454612,Mercuriales,0.41899441340782123
tt0088009,Rok spokojnego slonca,0.4178272980501393
tt2034800,The Great Wall,0.4178272980501393
tt2247566,Kano,0.4178272980501393
tt0063823,Yellow Submarine,0.4166666666666667
tt3958098,Dólares de arena,0.4166666666666667
tt4108894,Dar donya ye to saat chand ast?,0.4155124653739612
tt2294449,22 Jump Street,0.4155124653739612
tt0109445,Clerks,0.4155124653739612
tt0045708,Duck Amuck,0.4143646408839779
tt0120667,Fantastic Four,0.4143646408839779
tt3858500,Ce lume minunata,0.4143646408839779
tt0093105,"Good Morning, Vietnam",0.4132231404958678
tt0212338,Meet the Parents,0.4132231404958678
tt3595966,Conducta,0.4132231404958678
tt0048449,One Froggy Evening,0.4132231404958678
tt3086442,Ich seh ich seh,0.41208791208791207
tt0051189,"What's Opera, Doc?",0.41208791208791207
tt0947798,Black Swan,0.410958904109589
tt3779814,Norvigia,0.410958904109589
tt0051790,Ivan Groznyy. Skaz vtoroy: Boyarskiy zagovor,0.4098360655737705
tt0093773,Predator,0.4098360655737705
tt1863192,Simindis kundzuli,0.4098360655737705
tt0177971,The Perfect Storm,0.4098360655737705
tt0063518,Romeo and Juliet,0.4087193460490463
tt0090555,Crocodile Dundee,0.4087193460490463
tt3685888,Spartacus & Cassandra,0.4087193460490463
tt0053946,Inherit the Wind,0.4076086956521739
tt4346118,Um Ghayeb: Mother of the Unborn,0.4076086956521739
tt3170902,Theeb,0.4065040650406504
tt0458352,The Devil Wears Prada,0.4065040650406504
tt0033152,The Thief of Bagdad,0.4065040650406504
tt3465916,Kreuzweg,0.40540540540540543
tt0061781,"Horí, má panenko",0.40540540540540543
tt2446042,Taken 3,0.40540540540540543
tt0116583,The Hunchback of Notre Dame,0.40431266846361186
tt3505712,Time Out of Mind,0.40431266846361186
tt0088318,Un dimanche à la campagne,0.40431266846361186
tt3146294,Qu'Allah bénisse la France!,0.4032258064516129
tt0106308,Army of Darkness,0.4032258064516129
tt1067106,A Christmas Carol,0.4032258064516129
tt2279373,The SpongeBob Movie: Sponge Out of Water,0.40214477211796246
tt1001526,Megamind,0.40106951871657753
tt0425112,Hot Fuzz,0.40106951871657753
tt3174768,La vida después,0.40106951871657753
tt0104714,Lethal Weapon 3,0.4
tt3534636,Priklyuchenie,0.4
tt0955308,Robin Hood,0.39893617021276595
tt2764784,Phoenix,0.39893617021276595
tt0019421,"Steamboat Bill, Jr.",0.39893617021276595
tt0014341,Our Hospitality,0.3978779840848806
tt3549876,Bugarach,0.3978779840848806
tt3421636,Abu Haraz,0.3968253968253968
tt0089218,The Goonies,0.3968253968253968
tt3973598,Obra,0.39577836411609496
tt0115433,101 Dalmatians,0.39577836411609496
tt0114279,Richard III,0.39577836411609496
tt3065204,The Conjuring 2,0.39473684210526316
tt2814514,Bota,0.39473684210526316
tt3059656,Nicije dete,0.3937007874015748
tt0938283,The Last Airbender,0.39267015706806285
tt0379786,Serenity,0.391644908616188
tt3290440,Das Zimmermädchen Lynn,0.391644908616188
tt1457767,The Conjuring,0.391644908616188
tt1041829,The Proposal,0.390625
tt3329226,Los Bañistas,0.390625
tt0033045,The Shop Around the Corner,0.390625
tt0086960,Beverly Hills Cop,0.38961038961038963
tt3303310,Mula sa kung ano ang noon,0.38961038961038963
tt0063032,Il grande silenzio,0.38860103626943004
tt0118571,Air Force One,0.38860103626943004
tt2690718,Historia del miedo,0.3875968992248062
tt1764651,The Expendables 2,0.3875968992248062
tt0371606,Chicken Little,0.3865979381443299
tt1745787,Plemya,0.3865979381443299
tt3175580,Zelena Kofta,0.3856041131105398
tt0126886,Election,0.3856041131105398
tt3499048,Güeros,0.38461538461538464
tt0841044,2 Days in Paris,0.38461538461538464
tt3748640,Alim adumim,0.3836317135549872
tt4046784,Maze Runner: The Scorch Trials,0.3836317135549872
tt2592614,Resident Evil: The Final Chapter,0.3826530612244898
tt2961890,Rocks in My Pockets,0.3826530612244898
tt2664108,Da i Da,0.3816793893129771
tt0333766,Garden State,0.3816793893129771
tt0145660,Austin Powers: The Spy Who Shagged Me,0.3816793893129771
tt1060277,Cloverfield,0.38071065989847713
tt0496806,Ocean's Thirteen,0.38071065989847713
tt2343617,Leijonasydän,0.38071065989847713
tt2234003,Calvary,0.379746835443038
tt4116284,The Lego Batman Movie,0.379746835443038
tt2191880,Red Knot,0.3787878787878788
tt0970866,Little Fockers,0.3787878787878788
tt0397892,Bolt,0.3778337531486146
tt3753390,Borders,0.3778337531486146
tt0338348,The Polar Express,0.3768844221105528
tt2758880,Kis Uykusu,0.3768844221105528
tt0117438,Ransom,0.37593984962406013
tt2514338,Jauja,0.37593984962406013
tt3204144,Les combattants,0.375
tt0163187,Runaway Bride,0.375
tt2654428,Môj pes Killer,0.3740648379052369
tt0878804,The Blind Side,0.3740648379052369
tt2616810,Blind,0.373134328358209
tt2582846,The Fault in Our Stars,0.373134328358209
tt2183194,Brev til Kongen,0.37220843672456577
tt0454921,The Pursuit of Happyness,0.37220843672456577
tt3776592,Mauro,0.3712871287128713
tt0093870,RoboCop,0.3712871287128713
tt1446192,Rise of the Guardians,0.3712871287128713
tt3198484,Free Range/Ballaad maailma heakskiitmisest,0.37037037037037035
tt2920540,"20,000 Days on Earth",0.3694581280788177
tt3596274,He bû tune bû,0.36855036855036855
tt1646987,Wrath of the Titans,0.36855036855036855
tt3180640,Sip bun,0.36764705882352944
tt5140878,Annabelle: Creation,0.36764705882352944
tt3451096,Las horas contigo,0.36674816625916873
tt1606378,A Good Day to Die Hard,0.36674816625916873
tt0120762,Mulan,0.36585365853658536
tt3257072,Mahi va gorbeh,0.36585365853658536
tt3474994,Casa Grande,0.36496350364963503
tt1355644,Passengers,0.36496350364963503
tt1440129,Battleship,0.3640776699029126
tt2914068,Au bord du monde,0.3640776699029126
tt0097493,Heathers,0.3640776699029126
tt3670294,Kalavryta: Anthropoi kai skies,0.36319612590799033
tt0119528,Liar Liar,0.36319612590799033
tt1046173,G.I. Joe: The Rise of Cobra,0.36231884057971014
tt3118664,Brma paemnebi,0.36231884057971014
tt0077402,Dawn of the Dead,0.3614457831325301
tt0102057,Hook,0.3614457831325301
tt2751390,"Aimer, boire et chanter",0.3614457831325301
tt1702014,Hoje Eu Quero Voltar Sozinho,0.3605769230769231
tt0092610,Bad Taste,0.3605769230769231
tt0089927,Rocky IV,0.3605769230769231
tt0089880,Rambo: First Blood Part II,0.3597122302158273
tt0355702,Lords of Dogtown,0.3597122302158273
tt1817150,Forma,0.3597122302158273
tt0338526,Van Helsing,0.3588516746411483
tt3508872,Pleng khong kao,0.35799522673031026
tt1220634,Resident Evil: Afterlife,0.35799522673031026
tt2718492,Ida,0.35714285714285715
tt0093409,Lethal Weapon,0.35629453681710216
tt0164912,Stuart Little,0.35629453681710216
tt3331150,Yawmiyat Scheherazade,0.35545023696682465
tt0092644,Beverly Hills Cop II,0.35545023696682465
tt0378194,Kill Bill: Vol. 2,0.3546099290780142
tt2567026,Alice Through the Looking Glass,0.3546099290780142
tt3182596,Fatat el masnaa,0.3546099290780142
tt0037382,To Have and Have Not,0.35377358490566035
tt0119738,My Best Friend's Wedding,0.35377358490566035
tt1921129,El lugar del hijo,0.35377358490566035
tt3463588,Kanyaka Talkies,0.35294117647058826
tt0185014,Wonder Boys,0.35294117647058826
tt0433035,Real Steel,0.35294117647058826
tt2512186,Errata,0.352112676056338
